1713838212.9258091,-796,-56,17696
1713838213.0284543,-800,180,17512
1713838213.1311123,-748,-44,17668
1713838213.2337642,-824,104,17704
1713838213.3364189,3048,1608,15416
1713838213.4390864,-696,-4692,20056
1713838213.5417314,768,2212,12828
1713838213.6443818,-5900,5456,14052
1713838213.7470257,-4548,-8928,20416
1713838213.8496678,-3716,-1532,14012
1713838213.9523063,-7304,-1228,17976
1713838214.0551498,32768,14944,24168
1713838214.1577966,2792,-15844,5196
1713838214.2603993,-7436,-328,21704
1713838214.3630295,-8948,6588,14480
1713838214.465655,-6844,6832,17000
1713838214.5682538,-6124,4224,12836
1713838214.6708534,-6720,3844,16540
1713838214.773451,-3312,4948,17288
1713838214.8760462,-956,6040,16660
1713838214.978641,-1528,5760,15176
1713838215.081244,-1460,5624,17616
1713838215.1838417,-1076,5588,16920
1713838215.286458,-1176,5528,16884
