1713840168.7633328,-1000,56,17560
1713840168.8659906,-1152,52,17956
1713840168.96862,-964,-224,17852
1713840169.0712357,-840,-116,17688
1713840169.1738641,-896,-56,17604
1713840169.2764828,-712,-5472,17260
1713840169.3790865,-5116,-7884,15704
1713840169.4816918,-2624,2128,15676
1713840169.584301,-17440,17276,27176
1713840169.686899,-732,-7100,12064
1713840169.7895288,-5052,-784,19252
1713840169.8921418,-9356,2788,16272
1713840169.994767,-6076,2312,15472
1713840170.097355,-7444,988,14660
1713840170.1999624,-4476,-500,20316
1713840170.3025541,-3728,860,19912
1713840170.40514,-848,3520,14192
1713840170.5077302,-1508,4048,16936
1713840170.6103938,-2424,2956,17932
1713840170.7129917,-520,2436,17456
1713840170.8155806,-296,2520,17816
1713840170.9182122,-804,1176,17736
