1713838077.419774,-944,-416,19264
1713838077.5224235,-1228,236,19956
1713838077.625041,196,-1652,17520
1713838077.7276442,-832,-956,17572
1713838077.8302724,-256,-2544,8864
1713838077.9329126,-900,-3284,18344
1713838078.035557,-1952,-5692,15104
1713838078.1381576,-9000,-4612,18024
1713838078.2407537,-6048,-568,18448
1713838078.3433707,32768,22848,16932
1713838078.446023,11064,-19504,5216
1713838078.5486445,-7924,2052,22312
1713838078.6512597,-9296,4640,13176
1713838078.753938,-8572,5144,14412
1713838078.856609,-6052,4976,13964
1713838078.959307,-8096,1056,15960
1713838079.061932,-5852,708,17140
1713838079.1645608,-1792,1320,16428
1713838079.2671816,-112,4916,17332
1713838079.3697991,-792,6224,16200
1713838079.4724534,-1620,-3128,18852
1713838079.5750954,-60,-680,16648
1713838079.6777205,276,-1940,17908
1713838079.7803826,1040,-1100,16572
