1713836523.8039079,-10200,12772,-4292
1713836523.9065428,-9704,12036,-4544
1713836524.0091543,-9848,12028,-4232
1713836524.111748,-9832,12116,-4376
1713836524.2143288,-9672,12088,-4556
1713836524.3169193,-10776,12004,-6040
1713836524.419511,-10876,9296,-6568
1713836524.5221167,-9856,10876,-8028
1713836524.6247334,-10188,10448,-5696
1713836524.7273242,-7748,9292,-3312
1713836524.829922,-10596,12524,144
1713836524.932519,-9364,12284,2392
1713836525.0351288,-9012,12524,3792
1713836525.1377254,-8452,13448,4976
1713836525.2403166,-8252,13960,5736
1713836525.3429034,-8048,14204,5844
1713836525.4454854,-7448,13812,6552
1713836525.5480714,-7628,13364,6004
1713836525.6506565,-8004,13836,6608
1713836525.7532377,-7920,14072,7188
1713836525.8558226,-8640,14124,5636
1713836525.95841,-8768,12284,3148
1713836526.0610034,-7880,10704,-920
1713836526.1636045,-8548,11000,-3844
1713836526.266186,-9212,9244,-6016
1713836526.3687713,-10184,10184,-11260
1713836526.4713569,-11340,8436,-6000
1713836526.573947,-8360,5800,-520
1713836526.6765287,-7224,4764,-7272
1713836526.779112,-8208,8976,-10044
1713836526.8817027,-8068,11336,-8120
1713836526.9842947,-8484,10340,-8356
1713836527.0868783,-8176,9292,-9432
1713836527.1894624,-8176,9840,-9208
1713836527.2920468,-8000,10092,-8960
1713836527.394636,-8152,9748,-9212
1713836527.497229,-8284,9748,-8988
