1713836491.2005882,-11236,9276,-7960
1713836491.3032167,-10784,8888,-7576
1713836491.4058144,-10856,8640,-7340
1713836491.5084229,-11220,8828,-7472
1713836491.6110098,-10604,8868,-7768
1713836491.7135894,-10512,8868,-7760
1713836491.816184,-10388,8784,-7720
1713836491.9188483,-13216,9772,-10108
1713836492.0214725,-13508,9940,-11220
1713836492.1240606,-12232,8536,-9664
1713836492.2266436,-9756,5900,-6396
1713836492.3292367,-8932,7788,-3204
1713836492.4318192,-8912,8504,740
1713836492.5344064,-12336,9456,5520
1713836492.6369889,-13076,10220,7140
1713836492.739574,-11984,10536,8308
1713836492.842195,-11536,9676,7684
1713836492.944811,-11444,9624,7524
1713836493.0474098,-11764,9380,7612
1713836493.1499984,-12308,9828,7444
1713836493.2525783,-12288,10248,7496
1713836493.3551588,-11984,9112,6752
1713836493.4577515,-12208,8736,2704
1713836493.5603452,-12332,6840,780
1713836493.662924,-11760,7276,-3184
1713836493.7655084,-11300,7476,-6496
1713836493.8681302,-11204,9880,-8392
1713836493.970747,-10800,10236,-7488
1713836494.0733378,-5720,-5152,-3676
1713836494.1759188,-12220,10712,-7708
1713836494.2784975,-10604,8784,-8020
1713836494.3810956,-10496,8720,-8256
1713836494.48368,-10884,8416,-7608
1713836494.5862622,-10556,8260,-7728
1713836494.688871,-9820,8348,-7392
