1713840748.2298245,1040,488,16896
1713840748.3324754,-4812,-2136,17760
1713840748.4351227,-3008,-3256,20144
1713840748.5377474,-4392,-2148,21152
1713840748.6403754,-3024,-1568,18764
1713840748.743006,-2388,-56,15684
1713840748.8456397,-2296,592,16432
1713840748.948287,-2992,776,17924
1713840749.0509229,-2504,924,16788
1713840749.1535418,-1728,264,17492
1713840749.256158,-1220,16,17424
1713840749.3587697,-720,-972,17340
1713840749.461408,-508,-564,16548
1713840749.564021,-2788,-804,18112
1713840749.666641,-1980,-1864,16792
1713840749.7692506,-1572,-608,16508
1713840749.8718817,-1756,-1220,18324
1713840749.974519,-1768,-748,16900
1713840750.0771518,-1344,-848,17288
1713840750.1797664,-876,-1156,16380
1713840750.282382,-1588,-1288,18024
1713840750.3849993,-1176,-848,17200
1713840750.487635,-1044,-1804,18024
1713840750.5902684,-904,-936,17704
1713840750.6928766,-1032,-1056,16320
1713840750.7954962,-1200,-1304,15548
1713840750.8981357,-2340,-636,17320
1713840751.0007634,-4252,1032,19464
1713840751.1033578,-5148,1412,18720
1713840751.2059891,-4328,1332,19596
1713840751.308597,-2508,368,15932
1713840751.4111876,356,916,15804
1713840751.5137842,-1004,-84,17188
1713840751.6163704,-920,128,17584
1713840751.7189825,-872,436,17700
1713840751.8218713,-924,-112,17884
1713840751.9245284,-868,-96,17736
1713840752.027175,-912,-112,17600
1713840752.1298044,-976,-56,17776
