1713838012.1286016,-1000,28,17496
1713838012.2312515,-660,92,17964
1713838012.3338678,-976,204,17668
1713838012.4364996,-912,-232,17816
1713838012.539121,-880,-36,17692
1713838012.6417224,-928,-68,17688
1713838012.7443166,-104,-3772,17436
1713838012.8469493,1624,-3204,13192
1713838012.9495769,6600,-5664,15868
1713838013.0521843,888,-7388,21556
1713838013.154798,-3300,728,11020
1713838013.2574,32768,21984,25784
1713838013.3600192,23124,-20780,16488
1713838013.4626453,-552,-1012,18768
1713838013.565237,-3384,5080,9612
1713838013.6678262,-8476,2824,15648
1713838013.7704132,-6036,3560,14088
1713838013.8730347,-6880,1064,16508
1713838013.975659,-4284,-1008,17656
1713838014.0782523,-5368,-728,20004
1713838014.1808379,-2016,100,15528
1713838014.2834263,-1112,-2296,18364
1713838014.3860123,-564,-3240,17288
1713838014.488644,-424,-2176,16516
