1713840554.1058733,-1548,-68,17580
1713840554.2085145,-3056,864,22080
1713840554.3111672,-796,-2176,17700
1713840554.4138184,-2312,-4672,20712
1713840554.51647,-2560,560,12960
1713840554.6191103,176,-2452,17632
1713840554.7217422,-848,-3540,18352
1713840554.8243825,-596,-2496,17092
1713840554.9270241,360,-2864,17044
1713840555.0296714,-376,-2496,16276
1713840555.1323175,2124,-3072,17584
1713840555.2349977,1840,-3976,17956
1713840555.3376625,984,-5076,16860
1713840555.4403386,3748,-3476,15580
1713840555.5429928,624,-3296,19188
1713840555.645653,1560,-3752,16188
1713840555.7483106,1172,-3620,18400
1713840555.8509762,696,-3248,17068
1713840555.9536614,2928,-4296,15280
1713840556.0563319,276,-2828,14920
1713840556.1589906,-1032,-2700,16084
1713840556.2616546,-2572,-2824,18908
1713840556.3643186,-3572,-1204,17840
1713840556.4670172,-3476,20,16504
1713840556.56967,-2560,-3244,15156
1713840556.6723335,-6780,-3044,13484
1713840556.774992,-2612,-1372,15852
1713840556.8776655,-2676,-144,17656
1713840556.9803495,256,-12,16872
