1713840405.9195685,-604,-44,17852
1713840406.0222156,-1288,40,18128
1713840406.124871,-804,420,19056
1713840406.2275193,-1860,-1760,18128
1713840406.3303056,-2444,-6544,22604
1713840406.4329412,-1312,-2844,16432
1713840406.5355952,784,-2824,15212
1713840406.6382468,1532,-5636,15620
1713840406.7408965,1196,-4532,16232
1713840406.843533,3100,-3600,13888
1713840406.9461756,3644,-7556,16936
1713840407.0488384,1452,-5064,15448
1713840407.1514995,3120,-4788,15948
1713840407.2541487,2600,-4936,16156
1713840407.3568072,3648,-5760,15780
1713840407.4594622,2200,-6056,16356
1713840407.5621169,2312,-4940,14468
1713840407.664778,1996,-5764,14780
1713840407.7674356,-1224,-6776,16904
1713840407.870079,-3620,-4684,16896
1713840407.9727385,-4380,-2856,15572
1713840408.0753908,-5028,-4764,16588
1713840408.1780484,-3052,-3484,16188
