1713840466.9743702,-1436,-248,18284
1713840467.077046,-1040,-324,17804
1713840467.1797168,-864,976,17820
1713840467.2823563,-2776,-1872,16476
1713840467.3849854,-3216,-3556,18488
1713840467.4876204,-2584,-3412,18576
1713840467.5902572,-1600,-2556,16280
1713840467.6929128,-432,-3364,17228
1713840467.7955422,112,-1392,17236
1713840467.89821,-252,-2384,17200
1713840468.000886,-360,-3796,17124
1713840468.1035154,-776,-3624,17016
1713840468.2061386,884,-5080,16388
1713840468.30878,872,-4700,18056
1713840468.411401,908,-3032,16640
1713840468.5140405,1288,-4356,17164
1713840468.6166766,1212,-3956,17132
1713840468.7193282,1196,-4416,17408
1713840468.8220062,872,-3936,17160
1713840468.9247525,1040,-3660,17104
1713840469.0274258,952,-3928,16056
1713840469.130117,984,-1904,15108
1713840469.232792,1428,-3924,17140
1713840469.3354988,664,-1508,18436
1713840469.4381845,428,-332,16936
1713840469.540866,748,-2160,18256
1713840469.643554,-996,-1264,19112
1713840469.746244,-1452,-896,16664
1713840469.848928,296,1380,12192
1713840469.9516263,-4712,236,14316
1713840470.0543225,2748,1968,1172
1713840470.1570182,-1052,-368,18468
1713840470.2597039,-784,-108,17880
1713840470.3623815,-884,144,17456
1713840470.465075,-724,144,17452
