1713840716.9724958,-32,580,16196
1713840717.075151,-1480,-2112,17888
1713840717.177792,-2236,-2312,17220
1713840717.2804196,-3172,-2292,20128
1713840717.3830554,-196,288,14268
1713840717.4856992,-780,-912,18528
1713840717.588321,-776,-1084,19304
1713840717.6909497,-1140,916,17220
1713840717.793568,-808,580,17796
1713840717.8962016,-1652,-668,18448
1713840717.9988346,880,-1668,17148
1713840718.1014972,1016,-2628,15952
1713840718.2041605,-1332,580,16272
1713840718.306841,1288,-4932,18092
1713840718.4095182,-52,-752,16544
1713840718.5122056,272,-1392,17028
1713840718.6148689,-1076,-872,17804
1713840718.7175245,-328,-1840,17196
1713840718.8201845,-1368,-1436,19296
1713840718.9228833,-492,-664,16288
1713840719.0255506,212,-2072,15704
1713840719.1282306,-1912,-1008,14232
1713840719.2309313,-1540,-996,17160
1713840719.3336039,-1016,-600,16828
1713840719.436271,-4364,-1340,22352
1713840719.5389361,-976,-2632,19380
1713840719.6415946,-656,-304,5756
1713840719.7442565,-5952,1356,16320
1713840719.846938,-876,-48,17656
1713840719.9496012,-964,232,17840
1713840720.0522838,-872,-36,17776
1713840720.1549497,-832,-68,17724
1713840720.2576146,-824,-12,17804
1713840720.3602774,-1184,-364,17880
