1713841363.6427555,-152,-12,17800
1713841363.7453868,-876,-80,17524
1713841363.8480349,-848,-96,17876
1713841363.950665,-892,-48,17768
1713841364.0532677,-884,-80,17572
1713841364.155859,2004,644,18100
1713841364.2584417,3820,5164,-1924
1713841364.3610368,636,2388,21280
1713841364.4636626,-9216,1936,18292
1713841364.5662808,1920,4408,9288
1713841364.668869,624,2012,16500
1713841364.7714548,-3652,5580,16148
1713841364.8740804,-4132,6724,16248
1713841364.9767096,-1116,6256,14764
1713841365.0793073,-1748,6148,16212
1713841365.181894,-1592,5800,17372
1713841365.2844756,-2112,5696,17160
1713841365.387062,-592,4580,15596
