1713835797.863387,-11900,5392,11492
1713835797.9660368,-11588,4520,11740
1713835798.0686443,-11796,4416,12072
1713835798.1712425,-11252,4648,11056
1713835798.2738495,-8396,6624,11604
1713835798.3764417,-9976,6880,11768
1713835798.47906,-15496,11276,10492
1713835798.581659,-10892,2876,8244
1713835798.6842816,-10656,-12400,16868
1713835798.7870762,-276,5352,3048
1713835798.8896976,-12540,-10700,23264
1713835798.9923427,-6064,-1092,16556
1713835799.0949502,-9000,-3808,15712
1713835799.1975434,-7956,-2576,14376
1713835799.3001263,-8564,-2684,15416
1713835799.40271,-7864,-2516,15264
1713835799.505352,-8360,-2412,15180
