1713835619.7387621,0,0,0
1713835619.8414247,-12552,936,13672
1713835619.9440985,-10308,-40,11424
1713835620.046767,-12952,2048,9836
1713835620.1494246,-20136,632,5960
1713835620.2520962,-12024,-11860,4836
1713835620.354774,7224,-19356,21180
1713835633.2095022,0,0,0
1713835633.312174,-9876,-1428,14804
1713835633.4148295,-8952,-1452,14808
1713835633.5174766,-8700,-1280,13928
1713835633.6201174,-9392,-1368,13876
1713835633.722749,-10168,-664,14236
1713835633.8253853,-10520,-628,14420
1713835633.9280372,-10496,-524,13336
1713835634.03067,-21564,2824,5268
1713835634.133352,-4896,4632,6052
1713835634.2360597,-1180,-12180,18224
1713835634.3387485,-3156,-6576,14552
1713835634.4414012,-5944,-6676,15672
1713835634.5440662,-4700,-5956,16988
1713835634.6467066,-4564,-6452,15392
1713835634.7493258,-5372,-6052,15036
1713835634.8519413,-6120,-6004,15388
1713835634.9545736,-6288,-5900,15128
